,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
area ,employee id,in time(days),out time,total income
12,13,6,45,544
1,13,19,45,1557
21,13,22,45,1238
24,13,21,45,1242
2,13,12,45,706
12,13,11,45,703
4,13,10,45,503
2,13,13,38,1239
10,13,5,38,447
1,13,32,37,2332
1,13,21,37,2494
1,13,35,37,2264
1,13,14,38,457
1,13,15,38,436
1,13,18,38,422
1,13,8,38,620
3,13,7,38,549
13,13,14,38,658
19,13,4,36,569
26,13,8,45,622
1,13,6,34,456
1,13,3,34,388
10,13,13,45,529
1,13,21,33,1477
2,13,15,33,1779
1,13,24,39,1637
1,13,22,45,2107
1,13,47,42,2141
1,13,16,35,1951
1,13,19,42,1658
1,13,40,41,2274
1,13,36,41,2274
1,13,34,37,2109
1,13,32,39,1530
1,13,18,34,1151
1,13,26,33,1595
1,13,21,47,1426
1,13,21,47,1488
1,13,29,38,1403
1,13,39,38,1844
1,13,33,47,3030
4,13,48,41,3296
2,13,68,52,3512
1,13,50,46,3741
4,13,30,35,2481
1,13,23,35,2234
2,13,63,42,1776
34,13,17,35,4136
34,13,28,35,3796
34,13,17,35,2866
13,13,16,35,4136
13,13,18,35,2884
104,13,27,35,3046
104,13,22,35,4136
104,13,24,35,2866
34,13,20,35,4136
34,13,30,35,3846
34,13,20,35,2866
1,13,11,38,2722
1,13,12,59,914
9,13,4,54,829
1,13,7,59,834
72,13,8,59,721
121,13,9,59,825
60,13,11,59,915
8,13,6,45,841
1,13,19,45,2492
12,13,22,45,2205
12,13,21,45,2092
7,13,12,45,1240
80,13,11,45,1154
53,13,10,45,877
14,13,13,38,2233
60,13,5,38,788
36,13,32,37,2327
36,13,21,37,4746
36,13,35,37,4211
1,13,14,38,883
1,13,15,38,806
1,13,18,38,803
79,13,8,38,940
79,13,7,38,964
7,13,14,38,1214
53,13,4,36,824
94,13,8,45,1094
14,13,6,34,769
30,13,3,34,634
1,13,13,45,1164
24,13,21,33,2498
6,13,15,33,2993
4,13,24,39,2761
12,13,22,45,3635
6,13,47,42,3149
6,13,16,35,3103
2,13,19,42,2987
1,13,40,41,4066
1,13,36,41,4066
1,13,34,37,3040
5,13,32,39,2455
2,13,18,34,2117
6,13,26,33,2567
30,13,21,47,2402
15,13,21,47,2021
1,13,29,38,2244
2,13,39,38,2943
1,13,33,47,3526
1,13,48,41,4565
2,13,68,52,3842
1,13,50,46,3715
2,13,30,35,4618
2,13,23,35,4136
2,13,63,42,3107
60,13,26,72,817
90,13,21,72,719
90,13,20,58,742
240,13,37,49,2159
300,13,27,49,3738
90,13,27,50,3776
60,13,28,50,2112
60,13,37,50,3209
50,13,30,50,3757
180,13,35,63,3659
120,13,38,63,2323
20,13,35,63,2459
60,13,25,49,1790
80,13,24,59,2068
240,13,28,59,1953
40,13,28,51,1945
40,13,36,51,1824
60,13,33,60,2912
150,13,36,60,2889
10,13,53,64,3751
10,13,53,64,3751
50,13,50,54,3671
90,13,32,59,3775
90,13,50,59,3917
30,13,41,54,3450
120,13,34,50,4504
180,13,50,50,4335
60,13,60,50,4645
15,13,54,47,4043
200,13,31,49,2819
1,13,26,72,1295
1,13,21,72,1113
1,13,20,58,1164
1,13,37,49,3818
1,13,27,49,7097
1,13,27,50,7135
1,13,28,50,3095
1,13,37,50,5418
1,13,30,50,7116
1,13,35,63,7018
1,13,38,63,4220
1,13,35,63,4218
1,13,25,49,3093
1,13,24,59,3471
1,13,28,59,3959
1,13,28,51,3122
1,13,36,51,3299
1,13,33,60,3506
1,13,36,60,3535
1,13,53,64,4274
1,13,53,64,4274
1,13,50,54,4169
1,13,32,59,5100
1,13,50,59,3900
1,13,41,54,4745
1,13,34,50,5638
1,13,50,50,5890
1,13,60,50,6240
1,13,54,47,4409
1,13,31,49,4893
1,13,41,38,2137
2,13,30,41,1050
5,13,25,44,1448
1,13,15,49,2135
1,13,17,40,3091
1,13,15,40,3746
1,13,13,40,3888
1,13,18,40,2563
1,13,17,40,1339
1,13,36,40,4374
1,13,41,38,3422
4,13,30,41,1635
4,13,25,44,2214
52,13,15,49,3370
3,13,17,40,3180
1,13,15,40,3520
1,13,13,40,4083
2,13,18,40,3148
3,13,17,40,1904
2,13,36,40,4833
1,13,22,62,967
1,13,11,41,969
1,13,23,48,882
1,13,22,62,998
4,13,11,41,1226
12,13,23,48,1123
1,13,25,58,949
1,13,21,54,879
1,13,39,58,1265
1,13,20,58,1104
1,13,20,58,1129
1,13,18,58,1129
1,13,7,58,600
1,13,7,58,600
1,13,28,58,679
1,13,18,58,550
1,13,11,43,1214
1,13,11,43,1179
6,13,41,43,1230
6,13,41,43,1230
6,13,6,59,558
1,13,2,58,558
1,13,2,58,641
1,13,13,43,1345
1,13,13,43,1345
1,13,34,43,1180
1,13,23,53,601
1,13,7,53,556
1,13,12,43,741
1,13,6,43,884
1,13,6,43,884
12,13,3,48,425
4,13,49,58,1315
4,13,49,58,1400
1,13,20,43,1124
1,13,25,43,3365
1,13,20,44,2481
1,13,27,44,2866
1,13,15,44,2428
1,13,21,44,1815
1,13,21,44,1545
1,13,19,44,2045
1,13,25,44,2137
1,13,29,43,1102
1,13,25,58,1674
12,13,21,54,1055
12,13,39,58,1392
4,13,20,58,1343
1,13,20,58,1368
1,13,18,58,1368
6,13,7,58,652
20,13,7,58,652
12,13,28,58,878
1,13,18,58,602
1,13,11,43,1398
1,13,11,43,1363
4,13,41,43,1357
4,13,41,43,1357
24,13,6,59,585
3,13,2,58,1207
3,13,2,58,1235
1,13,13,43,1472
1,13,13,43,1472
1,13,34,43,1808
38,13,23,53,743
1,13,7,53,706
1,13,12,43,1531
1,13,6,43,1108
1,13,6,43,1108
24,13,3,48,477
8,13,49,58,1442
8,13,49,58,1527
1,13,20,43,1308
1,13,25,43,4555
88,13,20,44,2761
193,13,27,44,2942
326,13,15,44,2325
435,13,21,44,1720
45,13,21,44,1384
45,13,19,44,1800
161,13,25,44,1913
20,13,29,43,1455
1,13,7,44,611
1,13,7,44,585
1,13,42,38,1353
12,13,7,44,791
1,13,7,44,782
2,13,42,38,1755
1,13,32,42,2198
1,13,8,52,399
1,13,44,43,3651
4,13,27,48,9778
1,13,32,42,4088
1,13,8,52,882
1,13,44,43,6901
1,13,27,48,9836
1,13,49,51,2098
2,13,13,49,1991
1,13,27,40,2543
1,13,51,64,1120
1,13,27,49,1580
1,13,33,60,770
1,13,13,49,1329
1,13,2,64,1205
1,13,2,64,598
1,13,2,64,598
1,13,14,64,2161
1,13,4,64,548
4,13,7,64,1013
4,13,7,64,999
1,13,7,64,548
1,13,11,54,610
2,13,7,49,1163
6,13,29,49,1238
8,13,2,65,546
6,13,16,64,980
2,13,18,49,1337
2,13,7,49,1386
1,13,9,56,1200
2,13,10,49,1212
1,13,14,59,685
1,13,56,59,805
1,13,6,59,705
2,13,8,49,831
2,13,17,64,1363
6,13,51,49,1849
1,13,21,49,1416
1,13,16,49,1353
1,13,24,49,1937
2,13,17,64,1208
1,13,20,44,2634
8,13,49,51,2761
6,13,13,49,2733
1,13,27,40,3822
60,13,51,64,1494
1,13,27,49,2438
12,13,33,60,1125
1,13,13,49,2756
1,13,2,64,1598
1,13,2,64,625
15,13,2,64,625
1,13,14,64,3045
210,13,4,64,600
6,13,7,64,1218
6,13,7,64,1204
1,13,7,64,625
250,13,11,54,776
4,13,7,49,1390
10,13,29,49,1365
12,13,2,65,573
12,13,16,64,1650
1,13,18,49,2283
6,13,7,49,1513
8,13,9,56,1551
1,13,10,49,1655
770,13,14,59,975
770,13,56,59,912
1,13,6,59,812
4,13,8,49,958
10,13,17,64,1490
18,13,51,49,2134
2,13,21,49,1973
2,13,16,49,1525
1,13,24,49,2868
1,13,17,64,1630
1,13,20,44,3718
1,13,11,54,483
1,13,24,58,1141
1,13,24,58,1133
1,13,19,58,1059
1,13,18,58,632
12,13,11,54,663
1,13,24,58,1538
1,13,24,58,1546
1,13,19,58,1459
1,13,18,58,898
4,13,37,38,2260
1,13,21,54,898
1,13,20,39,2307
1,13,16,39,2139
1,13,16,50,662
1,13,31,54,2392
3,13,23,54,1436
1,13,12,44,1321
6,13,14,39,1619
2,13,20,39,2066
1,13,9,46,1844
1,13,15,39,1554
12,13,21,44,1208
6,13,36,39,1433
6,13,18,39,2266
1,13,14,54,1749
6,13,12,39,2703
1,13,21,35,3207
6,13,37,38,3842
2,13,21,54,1012
2,13,20,39,3323
1,13,16,39,3250
1,13,16,50,885
3,13,31,54,3900
3,13,23,54,1843
1,13,12,44,1853
30,13,14,39,1889
1,13,20,39,3167
1,13,9,46,2269
1,13,15,39,1734
30,13,21,44,1597
6,13,36,39,2047
2,13,18,39,2819
1,13,14,54,2019
2,13,12,39,3572
1,13,21,35,4502
15,13,39,43,2298
1,13,28,43,2433
4,13,33,43,1790
1,13,36,43,2398
8,13,28,43,1793
5,13,25,43,2298
1,13,24,43,2413
7,13,29,43,1819
6,13,30,43,2448
1,13,31,43,2468
1,13,26,43,2398
1,13,27,43,2468
8,13,33,43,2191
2,13,21,60,1480
1,13,25,46,1243
2,13,6,62,563
1,13,13,53,1087
24,13,13,53,817
12,13,36,53,1403
24,13,6,53,1262
4,13,6,53,1217
1,13,6,53,1005
40,13,2,53,865
52,13,11,53,692
1,13,10,53,887
40,13,6,53,747
1,13,9,53,912
20,13,3,53,747
4,13,9,53,892
48,13,9,53,1458
24,13,4,53,942
1,13,12,53,987
48,13,3,53,747
20,13,3,53,747
3,13,3,53,527
1,13,34,42,1162
1,13,25,46,1217
1,13,25,46,1182
1,13,25,46,1177
1,13,25,46,1622
1,13,23,46,887
5,13,15,46,1076
1,13,25,46,1287
1,13,25,46,1382
1,13,25,46,1262
8,13,34,45,1541
1,13,50,43,1441
1,13,12,46,962
1,13,13,46,935
1,13,16,46,1015
2,13,13,46,842
1,13,24,44,912
5,13,11,44,852
4,13,12,53,712
1,13,14,53,774
1,13,11,53,687
5,13,10,53,592
1,13,8,53,592
2,13,14,42,610
2,13,10,42,666
1,13,32,41,1641
1,13,42,44,1887
1,13,39,45,1780
1,13,43,47,1620
1,13,43,42,1541
1,13,65,58,1801
1,13,37,41,1595
1,13,35,55,1451
1,13,38,55,1576
1,13,49,54,1778
1,13,40,41,3098
1,13,46,46,1475
5,13,43,46,1843
1,13,43,44,2142
1,13,50,59,3236
1,13,61,44,3870
1,13,42,55,3137
5,13,46,59,3670
6,13,32,49,10023
1,13,44,44,3557
4,13,38,44,3755
2,13,27,59,3430
1,13,60,44,3812
1,13,33,51,4267
1,13,27,44,3827
1,13,35,54,3810
1,13,33,54,3926
1,13,36,49,3655
1,13,38,59,4293
1,13,45,39,4592
1,13,68,48,2799
54,13,39,43,4200
54,13,28,43,4380
220,13,33,43,3058
220,13,36,43,4380
4,13,28,43,3268
72,13,25,43,4150
72,13,24,43,4365
484,13,29,43,3103
484,13,30,43,4450
484,13,31,43,4445
150,13,26,43,4800
150,13,27,43,4445
4,13,33,43,4094
2,13,21,60,2689
2,13,25,46,1856
70,13,6,62,920
260,13,13,53,1478
260,13,13,53,1150
8,13,36,53,2121
108,13,6,53,1428
88,13,6,53,1384
80,13,6,53,1335
80,13,2,53,1495
52,13,11,53,1084
100,13,10,53,1178
100,13,6,53,1398
116,13,9,53,1303
116,13,3,53,1398
56,13,9,53,1284
90,13,9,53,1496
24,13,4,53,1384
168,13,12,53,1428
168,13,3,53,1298
20,13,3,53,1298
9,13,3,53,813
20,13,34,42,1782
1,13,25,46,1854
1,13,25,46,1754
1,13,25,46,1754
1,13,25,46,2559
150,13,23,46,1128
150,13,15,46,1577
1,13,25,46,1949
1,13,25,46,2129
1,13,25,46,1834
81,13,34,45,2338
6,13,50,43,2338
1,13,12,46,1483
1,13,13,46,1453
1,13,16,46,1534
127,13,13,46,1223
200,13,24,44,1128
200,13,11,44,1150
60,13,12,53,1028
60,13,14,53,1121
2,13,11,53,828
120,13,10,53,978
1,13,8,53,978
57,13,14,42,963
30,13,10,42,1171
12,13,32,41,2382
5,13,42,44,3558
60,13,39,45,2950
3,13,43,47,2435
1,13,43,42,2247
5,13,65,58,2971
1,13,37,41,2602
136,13,35,55,2065
40,13,38,55,2432
2,13,49,54,3000
2,13,40,41,5527
1,13,46,46,2242
15,13,43,46,2940
4,13,43,44,3312
3,13,50,59,3474
1,13,61,44,5534
12,13,42,55,3359
20,13,46,59,3646
6,13,32,49,10210
1,13,44,44,3949
10,13,38,44,4815
4,13,27,59,3822
1,13,60,44,4204
1,13,33,51,4880
1,13,27,44,4240
42,13,35,54,3484
6,13,33,54,3495
12,13,36,49,3239
1,13,38,59,4906
4,13,45,39,7038
3,13,68,48,4001
60,13,23,44,656
10,13,30,45,819
10,13,47,45,732
30,13,39,44,1145
10,13,46,54,917
30,13,30,55,6312
10,13,45,45,1782
60,13,48,45,1659
1,13,23,44,1209
1,13,30,45,1209
1,13,47,45,1183
1,13,39,44,2358
1,13,46,54,1442
1,13,30,55,7960
1,13,45,45,2417
1,13,48,45,2639
1,13,35,39,1355
1,13,25,38,873
1,13,30,38,923
1,13,11,47,994
1,13,13,47,1534
1,13,27,40,1202
1,13,29,45,1212
1,13,4,40,885
1,13,3,40,1064
1,13,2,40,1042
1,13,30,46,1384
1,13,27,41,1175
1,13,33,46,1053
1,13,61,50,2052
1,13,29,51,785
1,13,35,39,2037
1,13,25,38,843
1,13,30,38,868
2,13,11,47,1692
1,13,13,47,2016
1,13,27,40,1312
1,13,29,45,2211
1,13,4,40,1394
5,13,3,40,1756
2,13,2,40,1744
1,13,30,46,1866
1,13,27,41,1265
6,13,33,46,1974
4,13,61,50,2675
3,13,29,51,1539
1,13,39,64,1142
1,13,41,55,1462
1,13,32,55,1013
1,13,25,44,1150
2,13,24,46,1081
1,13,35,44,955
1,13,44,44,1133
1,13,20,43,1376
1,13,21,43,1435
1,13,92,53,2557
1,13,26,49,1422
1,13,33,50,1876
1,13,10,60,841
1,13,17,55,1211
1,13,30,48,1045
1,13,30,52,2054
1,13,19,55,1148
1,13,36,51,1653
1,13,30,45,1507
1,13,28,52,699
1,13,34,48,3052
1,13,36,50,1078
1,13,20,43,1024
1,13,10,43,857
1,13,30,46,2176
1,13,54,51,2739
1,13,32,51,2739
1,13,27,49,1425
1,13,30,44,1374
1,13,21,47,1356
1,13,20,43,1413
1,13,38,52,2037
1,13,20,43,2443
1,13,45,48,1475
1,13,49,48,1696
1,13,33,61,1634
1,13,32,57,1380
1,13,45,61,2065
5,13,28,51,1955
1,13,40,46,2169
1,13,36,46,2317
1,13,40,61,2326
2,13,42,46,2013
1,13,29,56,2097
1,13,25,56,2093
1,13,35,51,2148
1,13,36,61,2267
2,13,42,46,2867
1,13,53,46,2734
1,13,17,44,2200
1,13,31,47,1390
2,13,39,64,1665
1,13,41,55,2226
2,13,32,55,1449
1,13,25,44,1785
30,13,24,46,1468
1,13,35,44,1631
1,13,44,44,1690
1,13,20,43,1649
1,13,21,43,1869
6,13,92,53,4434
1,13,26,49,1855
1,13,33,50,2892
1,13,10,60,1040
25,13,17,55,1631
12,13,30,48,1384
1,13,30,52,3437
1,13,19,55,1681
1,13,36,51,2520
1,13,30,45,1979
1,13,28,52,937
1,13,34,48,5384
1,13,36,50,1855
1,13,20,43,1238
1,13,10,43,1012
1,13,30,46,3717
1,13,54,51,4223
1,13,32,51,4223
1,13,27,49,1650
1,13,30,44,1641
2,13,21,47,1640
1,13,20,43,1828
1,13,38,52,3222
1,13,20,43,4036
1,13,45,48,2039
1,13,49,48,2674
1,13,33,61,2450
1,13,32,57,2176
10,13,45,61,3312
5,13,28,51,2527
1,13,40,46,2938
1,13,36,46,3592
1,13,40,61,3452
1,13,42,46,3253
22,13,29,56,2690
5,13,25,56,2615
1,13,35,51,2886
5,13,36,61,3272
2,13,42,46,4504
1,13,53,46,3903
5,13,17,44,2452
2,13,31,47,1924
1,13,48,62,1017
6,13,48,62,1710
2,13,5,53,466
66,13,5,53,871
1,13,44,39,1638
1,13,60,39,1603
2,13,50,39,1667
2,13,52,39,1834
1,13,43,42,1535
2,13,49,49,1378
4,13,44,49,1059
1,13,39,42,1137
1,13,71,41,1753
2,13,30,40,1161
1,13,49,49,1201
1,13,51,49,1666
6,13,34,37,1300
1,13,44,43,1468
1,13,34,44,1333
1,13,22,43,960
1,13,34,54,1278
1,13,28,54,1222
1,13,25,49,1071
1,13,23,49,1154
1,13,33,42,1229
1,13,24,46,1382
1,13,23,42,1304
1,13,28,42,1304
1,13,46,42,1622
1,13,27,49,1494
1,13,36,45,1622
1,13,39,39,1505
1,13,18,46,847
1,13,36,42,1692
1,13,27,44,1281
1,13,28,44,1249
1,13,13,37,824
1,13,18,37,790
1,13,50,40,1454
1,13,21,45,1617
1,13,28,45,1617
1,13,45,43,1491
1,13,38,37,1536
10,13,33,51,1167
1,13,27,51,1025
1,13,21,46,1337
1,13,34,43,2028
1,13,19,52,1426
1,13,16,57,1000
15,13,17,50,1059
1,13,33,37,2614
1,13,37,42,1185
1,13,34,42,1185
1,13,30,55,1132
5,13,25,45,1643
4,13,30,56,1796
1,13,19,50,2235
1,13,26,50,1476
1,13,30,55,1989
25,13,37,41,2968
1,13,37,40,2158
1,13,36,55,1523
7,13,42,46,1773
1,13,44,39,2803
1,13,60,39,2758
4,13,50,39,2849
4,13,52,39,3221
2,13,43,42,2751
2,13,49,49,1885
101,13,44,49,1455
1,13,39,42,1588
2,13,71,41,2800
80,13,30,40,1601
4,13,49,49,1688
30,13,51,49,2332
12,13,34,37,1649
6,13,44,43,1917
6,13,34,44,1674
6,13,22,43,1348
20,13,34,54,1714
6,13,28,54,1714
100,13,25,49,1551
6,13,23,49,1678
6,13,33,42,1581
12,13,24,46,1888
6,13,23,42,1776
6,13,28,42,1776
6,13,46,42,2148
12,13,27,49,2067
12,13,36,45,2212
6,13,39,39,1994
6,13,18,46,1298
6,13,36,42,2233
6,13,27,44,1905
6,13,28,44,1563
78,13,13,37,1275
12,13,18,37,1137
6,13,50,40,2675
6,13,21,45,2058
6,13,28,45,2058
6,13,45,43,1911
6,13,38,37,2013
90,13,33,51,1534
50,13,27,51,1565
6,13,21,46,1678
10,13,34,43,3185
40,13,19,52,1890
25,13,16,57,1204
50,13,17,50,1448
6,13,33,37,4852
100,13,37,42,2285
70,13,34,42,2285
1,13,30,55,1623
5,13,25,45,2808
4,13,30,56,3016
32,13,19,50,3695
30,13,26,50,2049
30,13,30,55,2460
1,13,37,41,4123
4,13,37,40,3591
20,13,36,55,2677
1,13,42,46,3335
1,13,37,55,1085
1,13,56,48,1475
1,13,56,48,1875
2,13,37,55,1613
1,13,56,48,2039
1,13,56,48,2342
1,13,36,37,2529
1,13,21,37,4818
1,13,21,37,4265
1,13,21,37,4138
1,13,18,37,2180
1,13,28,37,5280
20,13,47,47,3105
80,13,36,37,4118
11,13,21,37,5495
15,13,21,37,4845
15,13,21,37,4695
15,13,18,37,2745
15,13,28,37,5745
1,13,47,47,4166
4,13,30,38,1608
2,13,27,38,1613
9,13,36,38,1633
