,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
area ,employee id,in time(days),out time,total income
28,15,38,61,2864
10,15,27,53,3383
93,15,44,44,4037
74,15,46,67,3357
47,15,20,75,4391
35,15,45,36,4360
27,15,32,50,2967
22,15,29,20,2028
93,15,47,51,2581
83,15,20,98,3354
42,15,47,25,4747
82,15,26,28,2551
24,15,25,45,3278
41,15,16,6,1713
16,15,24,38,3261
27,15,11,56,2490
4,15,23,72,4823
26,15,10,2,2264
11,15,17,49,2734
4,15,22,31,4822
75,15,30,54,2914
94,15,8,83,3271
21,15,14,88,3985
30,15,3,51,4918
90,15,18,65,4351
66,15,13,62,4575
95,15,31,22,4849
96,15,34,66,4063
66,15,43,28,2587
8,15,20,89,2904
49,15,48,36,2600
85,15,32,9,2040
33,15,37,92,2164
50,15,28,51,3131
35,15,17,56,4439
74,15,25,14,4457
46,15,31,69,1811
96,15,9,29,4104
41,15,4,56,2229
62,15,29,28,1837
34,15,22,76,4859
67,15,39,62,4406
87,15,48,59,1596
73,15,20,87,4611
47,15,25,27,4551
4,15,47,69,3751
63,15,40,17,2360
15,15,6,22,4963
13,15,39,48,1903
65,15,2,28,4927
63,15,20,4,3416
53,15,1,19,2050
65,15,32,19,3447
85,15,2,92,2462
85,15,21,11,3249
40,15,3,62,1938
97,15,24,66,3946
45,15,1,56,3434
24,15,46,42,3631
51,15,29,69,3091
20,15,19,80,3096
78,15,24,84,4032
50,15,49,29,2841
62,15,2,71,3562
29,15,38,59,2189
14,15,8,17,4697
42,15,14,12,4843
35,15,25,99,3008
6,15,48,6,2356
27,15,41,33,2341
44,15,15,64,4344
12,15,24,66,3398
1,15,37,94,3702
34,15,1,94,3319
80,15,14,63,3973
54,15,29,16,3764
87,15,46,98,3489
30,15,19,27,3970
32,15,30,61,4543
88,15,19,32,3036
98,15,36,96,4447
3,15,46,88,3196
30,15,12,17,2394
71,15,45,80,4458
3,15,12,62,4852
56,15,33,72,2649
34,15,19,42,3729
23,15,19,86,4241
13,15,14,46,4153
41,15,36,18,3210
12,15,6,98,1629
16,15,6,58,2035
64,15,20,81,4707
8,15,42,94,4545
31,15,11,82,2082
84,15,39,47,2438
41,15,18,39,3549
91,15,11,77,3070
53,15,46,48,2318
11,15,42,34,2136
90,15,1,82,2604
49,15,35,75,4744
34,15,40,10,4137
93,15,37,25,2885
3,15,43,98,2353
43,15,11,31,3629
64,15,12,73,4082
40,15,34,27,2396
98,15,31,74,3159
43,15,29,32,1695
71,15,13,60,4915
30,15,19,4,4751
27,15,32,57,3268
30,15,1,63,4859
95,15,18,3,4765
84,15,24,74,2322
30,15,40,7,3435
31,15,26,65,4230
57,15,22,2,2109
63,15,44,78,4180
98,15,11,50,3636
76,15,48,8,2038
49,15,45,60,1895
25,15,10,76,3793
16,15,37,95,1993
68,15,24,14,4152
53,15,4,18,2633
34,15,39,56,1823
57,15,15,97,2755
89,15,45,21,2587
66,15,31,66,3617
91,15,36,15,2078
75,15,37,7,2076
5,15,19,94,3777
36,15,35,14,3214
52,15,37,55,4670
97,15,5,65,4758
21,15,32,85,2874
25,15,31,39,4694
22,15,49,87,3160
24,15,28,94,3243
58,15,2,24,3168
42,15,43,74,2550
19,15,43,45,2400
16,15,46,12,4800
36,15,17,59,1665
9,15,37,36,3056
36,15,23,32,2515
32,15,25,31,4652
32,15,37,41,3191
38,15,43,6,1965
71,15,7,16,4345
81,15,29,91,3212
75,15,49,82,1776
43,15,11,85,3771
63,15,6,12,4873
39,15,27,88,2080
62,15,39,82,4381
39,15,16,20,4867
92,15,30,73,3526
59,15,23,60,2120
99,15,4,34,4881
96,15,10,81,3641
63,15,45,3,4373
56,15,41,45,3621
18,15,2,77,3507
91,15,49,61,1656
67,15,20,93,4619
83,15,29,84,2931
37,15,4,97,1762
2,15,39,34,3064
25,15,1,3,2879
70,15,33,30,2389
61,15,29,63,4567
66,15,4,73,4643
53,15,34,82,1544
76,15,42,77,2930
88,15,23,57,3208
52,15,25,16,1621
50,15,38,43,1630
49,15,28,34,2936
60,15,10,48,2345
52,15,14,58,2398
7,15,5,34,4795
58,15,7,3,4156
55,15,27,51,3612
55,15,14,49,4753
48,15,18,85,3735
28,15,48,48,2947
11,15,35,53,2533
29,15,47,80,4818
83,15,16,70,2458
83,15,7,12,3037
93,15,44,62,4697
66,15,34,99,3262
89,15,40,21,2921
87,15,49,3,4176
96,15,38,27,3276
68,15,2,5,4583
91,15,49,15,2263
12,15,6,18,3703
7,15,27,93,3702
38,15,37,90,3738
5,15,21,16,4828
93,15,38,23,4942
12,15,41,11,3902
96,15,2,91,3556
88,15,33,25,1900
91,15,47,16,4219
41,15,6,84,1685
40,15,31,55,3406
31,15,11,70,1985
41,15,43,29,4389
12,15,38,88,2454
95,15,7,71,1534
29,15,5,91,1672
22,15,43,94,3886
36,15,24,57,4534
49,15,4,80,3231
27,15,28,72,3008
9,15,29,34,4084
69,15,2,65,4024
60,15,20,75,3148
16,15,27,89,2960
6,15,12,23,3629
41,15,35,90,4091
16,15,15,18,3538
21,15,15,78,3923
45,15,37,26,3905
56,15,47,47,3259
5,15,8,97,1594
12,15,9,12,3347
28,15,49,79,3844
17,15,17,81,4725
42,15,38,56,4228
62,15,7,43,3891
25,15,45,42,4052
74,15,24,15,3292
9,15,40,19,3719
12,15,37,46,3611
7,15,26,68,4985
68,15,17,15,4027
44,15,4,92,4597
85,15,43,81,3990
49,15,42,54,4864
10,15,48,22,4713
39,15,35,2,4399
72,15,1,63,4178
14,15,11,58,3022
81,15,2,76,1687
75,15,45,39,2099
10,15,36,44,2086
75,15,28,45,4043
74,15,8,59,4087
78,15,46,60,4501
72,15,31,36,4508
51,15,9,99,4280
56,15,13,59,2995
34,15,31,52,4288
29,15,7,22,4689
15,15,19,34,2211
67,15,44,59,3893
70,15,38,47,3086
35,15,18,94,2249
42,15,19,38,4556
72,15,10,64,1769
80,15,8,77,2556
77,15,31,28,4088
11,15,41,68,4151
71,15,12,36,1612
27,15,37,10,3917
28,15,15,91,3880
59,15,25,26,4275
17,15,32,89,1905
40,15,6,35,4137
66,15,16,18,2903
4,15,21,19,3909
64,15,32,87,3624
98,15,6,25,3682
45,15,34,54,3440
4,15,21,79,2815
60,15,3,52,4594
74,15,12,9,2741
18,15,34,35,4595
46,15,20,24,2350
5,15,38,99,1868
72,15,13,97,3721
14,15,8,7,2290
26,15,33,60,3529
67,15,3,96,4666
28,15,47,90,3551
66,15,23,5,4829
5,15,6,67,1617
26,15,40,34,2678
55,15,28,92,3941
99,15,16,19,3775
12,15,34,58,2343
79,15,35,86,1845
97,15,8,4,2186
82,15,26,21,1986
83,15,38,7,2308
61,15,33,88,2015
66,15,21,20,4952
84,15,42,16,4991
16,15,23,8,3696
93,15,33,63,2115
83,15,40,20,3620
43,15,20,74,3951
50,15,24,67,2089
57,15,9,59,1734
43,15,31,22,3352
51,15,34,35,1740
96,15,2,83,3460
37,15,29,43,2759
4,15,47,18,3400
62,15,43,36,2234
40,15,39,69,2301
72,15,7,43,4877
27,15,24,4,4449
9,15,39,26,2655
78,15,46,33,1857
11,15,47,79,4504
1,15,5,67,4919
47,15,29,92,4312
80,15,29,69,2032
54,15,48,64,2361
86,15,42,11,4095
15,15,44,40,3836
64,15,18,44,1760
39,15,7,94,4070
57,15,14,28,3823
45,15,26,84,2474
53,15,23,17,1962
42,15,25,13,2829
4,15,25,68,4175
9,15,47,38,2194
53,15,43,80,4635
68,15,41,79,1834
6,15,45,4,4560
4,15,7,16,3329
92,15,16,66,2690
56,15,32,17,4253
17,15,19,99,4671
45,15,11,13,4124
52,15,44,5,3275
84,15,39,9,4146
98,15,28,84,1910
49,15,13,17,4999
88,15,41,90,4127
46,15,17,11,2828
9,15,13,19,3599
86,15,11,28,4448
86,15,6,80,2831
50,15,11,18,4246
68,15,14,64,4741
58,15,49,82,2404
32,15,26,86,2887
21,15,10,45,2488
66,15,22,50,1979
21,15,7,89,2488
36,15,43,32,4531
79,15,13,34,3588
9,15,38,37,1585
87,15,22,26,3923
29,15,18,74,3021
83,15,6,64,3331
72,15,11,20,4896
81,15,11,25,3975
50,15,36,93,2848
11,15,20,68,3253
41,15,43,77,3038
68,15,43,11,1578
75,15,31,26,3790
44,15,21,51,4044
95,15,4,33,3567
98,15,13,19,3890
46,15,7,78,2264
22,15,46,10,4524
46,15,47,85,2813
1,15,29,62,2269
64,15,14,77,2537
85,15,1,2,1850
73,15,9,11,4700
23,15,21,42,2204
62,15,49,53,4635
21,15,26,66,2538
92,15,13,42,4705
93,15,35,58,4481
56,15,37,99,2642
90,15,22,92,2332
34,15,27,77,2831
74,15,32,77,3856
34,15,46,89,3044
2,15,34,62,3353
79,15,19,97,4556
24,15,29,52,1717
60,15,14,54,3351
77,15,16,42,3397
84,15,36,99,2171
23,15,42,4,4190
12,15,15,41,4920
41,15,41,68,4584
69,15,11,5,2715
40,15,34,97,3830
79,15,19,36,1705
84,15,5,86,2491
56,15,9,29,2888
8,15,8,24,3941
43,15,34,64,3044
76,15,39,34,3197
93,15,13,55,4342
15,15,44,45,1781
36,15,17,93,2637
9,15,5,23,3569
99,15,22,96,4122
43,15,8,25,4232
89,15,41,62,2967
1,15,19,58,3878
44,15,44,84,4297
8,15,39,56,1715
75,15,16,77,2677
97,15,39,78,4698
59,15,46,65,3393
63,15,7,18,2932
33,15,1,49,2724
58,15,13,90,2296
93,15,16,65,3212
27,15,19,50,3153
9,15,49,43,4620
20,15,13,25,4021
75,15,49,29,4458
17,15,9,92,4089
15,15,8,51,3611
18,15,8,72,2441
96,15,1,88,4232
77,15,3,64,3437
49,15,17,35,2319
4,15,15,34,3240
87,15,12,24,4533
11,15,8,75,4025
5,15,36,83,2159
76,15,10,59,2107
76,15,43,4,3788
37,15,9,16,2967
54,15,22,6,1720
89,15,1,44,2574
47,15,39,91,2672
50,15,39,95,2565
81,15,31,80,1824
7,15,41,67,3937
85,15,37,83,4630
8,15,7,72,4136
69,15,4,50,1553
38,15,32,96,3103
53,15,28,91,1970
41,15,8,85,4744
86,15,1,67,3278
54,15,38,52,1860
10,15,30,17,3218
18,15,7,90,4731
38,15,19,71,1538
14,15,37,47,1717
71,15,38,83,3654
54,15,27,58,3695
81,15,28,97,3064
42,15,45,6,2100
48,15,38,56,2475
84,15,39,69,4967
42,15,28,99,1777
5,15,13,67,3318
8,15,22,98,2453
43,15,23,66,2836
13,15,32,93,3257
58,15,46,23,2305
72,15,49,62,3737
67,15,18,24,2680
55,15,24,23,3436
66,15,5,85,2246
35,15,28,79,4064
84,15,12,17,3289
66,15,24,65,4146
8,15,18,91,3752
86,15,1,32,2650
55,15,26,82,4570
40,15,10,17,4144
1,15,6,49,4830
7,15,6,74,2378
91,15,17,88,2403
69,15,16,99,1814
69,15,48,93,2919
97,15,22,6,4108
79,15,13,60,1801
38,15,33,72,3456
94,15,34,89,4789
90,15,45,83,2006
95,15,24,4,4581
74,15,45,36,2898
91,15,1,18,4128
93,15,24,77,2223
37,15,9,70,2581
4,15,9,58,3061
95,15,8,20,2621
23,15,26,18,4530
6,15,20,24,4508
27,15,5,78,3155
12,15,37,31,4806
85,15,4,54,1681
81,15,32,60,1777
89,15,6,73,4833
89,15,2,19,3473
58,15,14,17,3772
2,15,12,82,1743
97,15,15,14,3346
77,15,48,64,3798
55,15,39,59,3721
3,15,41,94,2949
1,15,15,73,3652
9,15,35,61,2356
58,15,5,20,4755
11,15,28,75,1525
43,15,48,14,3837
15,15,35,88,3559
20,15,4,49,3330
98,15,27,20,2599
64,15,45,68,4347
92,15,44,98,4978
59,15,45,98,4892
67,15,6,74,3000
20,15,28,68,4173
76,15,7,8,2394
97,15,44,99,3162
30,15,20,90,4781
67,15,27,36,1939
57,15,4,17,3784
1,15,40,1,2829
70,15,41,25,4964
58,15,21,70,3267
37,15,35,87,1812
46,15,42,90,1508
92,15,42,23,2098
83,15,24,2,1774
83,15,46,4,4732
12,15,6,50,3245
81,15,44,46,4101
86,15,34,31,3714
57,15,32,87,2433
5,15,20,75,3577
50,15,35,18,3500
87,15,30,65,2992
95,15,14,18,1659
81,15,1,8,4252
24,15,30,60,3528
47,15,11,16,3622
7,15,22,81,4750
56,15,36,31,4676
29,15,38,80,4651
6,15,37,78,2664
1,15,48,36,2490
58,15,33,92,3982
80,15,34,90,4905
53,15,46,32,2226
19,15,12,74,3949
89,15,6,16,3284
43,15,12,5,4033
78,15,27,17,1789
25,15,46,21,2421
73,15,30,15,4232
98,15,44,31,3658
76,15,10,90,4413
38,15,41,46,3817
41,15,18,88,4862
19,15,8,12,4301
18,15,1,86,2231
41,15,15,43,3056
55,15,44,71,4008
51,15,18,62,4318
62,15,9,35,3189
55,15,46,97,2214
33,15,10,52,2657
34,15,14,69,2306
95,15,16,63,2053
99,15,11,29,2393
95,15,42,94,4603
20,15,48,72,3802
14,15,11,10,3957
63,15,46,56,2879
43,15,43,39,3080
82,15,28,11,3554
86,15,24,55,4566
90,15,35,41,3890
93,15,26,75,3275
74,15,28,10,3340
95,15,37,7,4887
66,15,13,83,4282
67,15,23,53,3151
42,15,44,48,3271
48,15,10,36,4796
98,15,46,12,2740
60,15,35,88,2433
95,15,47,61,2176
38,15,7,20,2504
33,15,43,90,4580
72,15,20,21,3384
93,15,10,48,3086
33,15,34,91,1953
40,15,26,66,2859
89,15,14,83,2635
51,15,47,60,3967
58,15,28,80,1515
64,15,46,42,3099
39,15,21,24,3812
29,15,9,90,3744
43,15,21,70,3336
91,15,41,17,3445
13,15,36,43,4561
11,15,44,41,4753
10,15,49,77,1765
36,15,12,22,4163
39,15,36,22,1791
43,15,28,66,2632
73,15,17,42,3524
32,15,21,33,3373
92,15,25,97,4006
80,15,14,6,2203
43,15,30,59,2571
20,15,9,69,1956
14,15,20,85,4046
96,15,14,59,4769
25,15,22,96,4028
77,15,46,83,2540
28,15,18,56,3323
81,15,36,77,3729
37,15,8,91,2598
92,15,23,36,2976
33,15,4,82,3323
87,15,7,13,4283
64,15,14,36,3004
83,15,16,33,4657
72,15,6,8,4095
8,15,17,38,4932
18,15,33,11,2267
7,15,19,98,3507
56,15,20,13,3882
86,15,43,3,2795
58,15,29,48,4462
17,15,5,32,2364
94,15,49,77,2716
26,15,36,89,1731
1,15,36,84,2597
58,15,42,35,4942
24,15,2,71,2429
9,15,32,50,2465
29,15,43,58,2802
50,15,41,24,3419
23,15,45,52,4433
22,15,48,82,2387
95,15,36,2,2236
88,15,18,60,3614
52,15,49,70,3483
28,15,16,36,3387
95,15,11,8,4382
25,15,23,72,3573
56,15,15,25,2242
92,15,42,99,3003
82,15,41,14,2334
6,15,20,64,4723
14,15,36,86,2024
64,15,14,21,4326
92,15,9,93,1688
65,15,41,69,1647
43,15,6,99,4472
39,15,1,86,2991
33,15,11,27,1751
2,15,5,4,2273
14,15,2,83,3657
91,15,11,79,3234
93,15,19,70,2062
72,15,24,84,2666
43,15,18,60,3189
14,15,25,68,4822
42,15,12,15,4507
20,15,13,37,4340
8,15,1,27,2905
53,15,31,86,1800
78,15,44,9,3814
9,15,45,67,4807
37,15,6,21,3992
24,15,2,3,2793
2,15,6,78,2731
78,15,48,18,1860
16,15,20,20,2110
82,15,35,25,1703
12,15,42,51,2411
45,15,29,10,1785
49,15,3,69,4104
4,15,21,46,4900
6,15,42,8,4242
65,15,11,71,3986
32,15,2,86,3790
57,15,33,11,2090
31,15,3,9,1832
64,15,27,25,1669
86,15,37,1,2566
91,15,9,32,3269
99,15,1,97,3282
66,15,27,16,4960
24,15,23,14,4707
47,15,9,44,1689
60,15,36,1,3534
4,15,14,18,4510
17,15,17,4,4692
86,15,35,6,2017
97,15,31,21,3795
71,15,29,24,3802
77,15,33,18,3226
18,15,6,30,2823
97,15,18,20,2347
5,15,13,28,4523
47,15,25,25,4838
63,15,45,51,2225
28,15,38,81,2503
94,15,40,18,3015
47,15,34,84,4471
21,15,35,33,1506
37,15,27,73,2019
4,15,16,92,2938
56,15,30,42,2405
77,15,5,98,2140
86,15,3,79,4421
84,15,6,48,4346
87,15,21,22,1623
71,15,8,61,4616
29,15,12,52,4464
59,15,37,52,4541
14,15,21,13,1863
90,15,31,11,1563
7,15,17,72,4336
28,15,43,1,3057
90,15,47,5,3589
81,15,46,95,4079
95,15,32,97,4683
25,15,46,85,3256
71,15,4,92,4472
79,15,21,85,3766
76,15,19,12,1627
47,15,27,35,4012
65,15,11,10,1664
27,15,26,96,3324
41,15,36,94,3175
8,15,28,72,1522
15,15,43,21,3751
34,15,16,15,2150
60,15,10,87,4688
72,15,16,45,3256
23,15,45,67,3156
48,15,25,64,3174
24,15,15,1,3039
54,15,9,89,4096
26,15,11,24,4600
43,15,10,92,2753
6,15,19,16,3102
33,15,47,87,2158
40,15,31,83,1832
10,15,33,38,2199
3,15,47,84,1846
69,15,8,14,4772
69,15,45,95,2882
21,15,4,64,1547
41,15,35,43,2079
71,15,44,42,3052
47,15,7,99,4428
84,15,7,59,4429
45,15,6,40,3231
71,15,33,77,2890
17,15,11,43,3128
38,15,28,48,4389
99,15,29,54,4532
16,15,36,72,2677
38,15,46,95,2314
28,15,27,19,3722
77,15,20,3,4032
7,15,14,93,3385
76,15,40,3,2420
41,15,29,92,3341
23,15,16,18,2078
41,15,43,13,4114
98,15,20,67,2314
52,15,18,81,2423
17,15,47,79,4679
2,15,47,65,3997
82,15,24,87,2354
89,15,9,33,2431
24,15,17,98,2081
98,15,29,10,2273
19,15,33,18,4025
27,15,26,60,3857
92,15,48,58,3898
24,15,37,17,2145
66,15,46,91,3398
35,15,31,58,4846
26,15,33,11,3263
12,15,33,74,3869
20,15,24,40,4373
63,15,25,56,3050
77,15,17,81,2701
66,15,29,44,2335
16,15,9,79,3301
26,15,27,21,3885
92,15,15,8,4772
60,15,48,38,3691
16,15,3,1,2512
55,15,33,23,4471
65,15,28,86,4970
91,15,34,53,2337
84,15,33,45,4605
16,15,17,31,3392
24,15,22,31,4959
98,15,14,18,4363
87,15,19,39,3552
82,15,28,93,1929
71,15,23,41,2845
91,15,38,29,3788
26,15,38,87,2173
92,15,16,31,3265
83,15,30,53,3022
79,15,28,18,3141
45,15,42,39,2969
10,15,15,90,3677
47,15,30,39,2488
51,15,46,70,2678
41,15,6,69,3039
81,15,30,33,1993
75,15,6,90,3510
83,15,48,45,3195
8,15,45,43,4429
29,15,24,11,4610
24,15,13,31,3184
25,15,34,73,3620
89,15,30,44,2239
69,15,1,66,2589
99,15,24,78,3586
72,15,9,6,2679
14,15,4,17,2139
18,15,2,41,4344
40,15,7,95,4589
57,15,5,51,4648
82,15,22,59,3670
62,15,13,79,2107
34,15,28,29,3324
23,15,29,6,3278
55,15,36,84,3201
37,15,5,67,2831
8,15,27,94,2341
12,15,20,14,1650
60,15,33,81,4407
65,15,34,71,1853
40,15,40,12,3147
97,15,40,76,3787
94,15,12,77,1829
73,15,40,59,4032
23,15,37,52,3097
94,15,40,64,2958
39,15,9,5,1759
60,15,21,69,2756
86,15,29,34,2457
65,15,16,99,4673
97,15,38,97,3666
2,15,22,65,3063
39,15,5,51,3467
72,15,20,70,3446
62,15,5,22,2737
13,15,1,65,3733
24,15,39,2,3817
84,15,7,9,4904
11,15,15,58,3299
21,15,30,36,3087
41,15,4,47,4141
32,15,19,20,4902
94,15,7,82,2493
24,15,20,76,4264
75,15,49,1,3464
2,15,4,74,4760
46,15,3,63,4462
91,15,48,61,4104
84,15,27,42,1944
37,15,42,75,2282
46,15,49,72,4129
32,15,16,4,2784
14,15,35,15,2289
32,15,43,17,4660
72,15,13,53,1781
93,15,10,3,4672
21,15,13,54,4869
56,15,45,78,3354
22,15,13,74,2681
8,15,1,89,4337
41,15,49,80,2289
21,15,6,91,4968
3,15,49,97,4796
48,15,43,38,2466
88,15,24,91,4051
92,15,12,71,3105
25,15,7,96,3957
7,15,8,13,2856
95,15,45,49,3397
18,15,43,55,2059
38,15,24,45,3863
98,15,21,58,4948
46,15,43,12,2010
33,15,35,45,3149
51,15,10,86,2753
76,15,21,57,2261
48,15,49,79,2431
93,15,27,92,4850
29,15,1,40,2424
43,15,27,92,2808
4,15,19,16,4851
81,15,4,20,2771
74,15,39,72,3385
24,15,33,53,4999
64,15,29,21,3826
87,15,5,63,2362
19,15,27,64,2999
56,15,28,32,3195
44,15,35,28,2518
61,15,2,16,4602
98,15,32,81,1827
94,15,11,76,2454
43,15,28,34,3638
70,15,46,19,2718
16,15,30,89,3132
37,15,47,90,3663
60,15,27,38,4036
4,15,34,87,1790
19,15,20,32,3616
23,15,21,51,2605
59,15,3,57,3728
56,15,2,76,2428
4,15,45,14,2397
83,15,15,30,2086
48,15,16,18,3068
44,15,23,11,1925
31,15,24,16,2085
47,15,14,88,1624
