,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
area ,employee id,in time(days),out time,total income
89,16,31,92,3805
59,16,12,36,3580
68,16,27,82,4194
43,16,30,99,4433
5,16,42,84,2066
99,16,37,66,4832
52,16,34,35,2306
30,16,19,81,2393
36,16,33,91,4937
3,16,23,73,4290
85,16,21,76,1582
33,16,35,35,4565
34,16,1,87,1796
77,16,7,84,3379
1,16,43,71,3228
22,16,21,57,2502
37,16,22,65,3365
51,16,17,31,2433
97,16,43,75,3686
8,16,44,93,2969
60,16,9,19,2944
20,16,22,70,2925
75,16,37,40,1992
93,16,45,51,3281
6,16,13,65,3111
11,16,26,83,4712
6,16,34,1,1780
24,16,25,2,2248
45,16,12,1,2061
84,16,13,21,4136
3,16,10,5,2530
3,16,22,75,4659
37,16,14,63,3160
70,16,48,57,3817
71,16,40,18,4553
97,16,23,59,2406
44,16,4,51,2524
2,16,37,84,3788
32,16,3,48,1724
8,16,3,34,4580
16,16,25,15,2081
88,16,9,9,3102
61,16,22,77,4544
12,16,9,99,2532
37,16,25,32,4516
76,16,23,29,1760
71,16,42,45,1866
88,16,37,40,4577
40,16,24,30,4368
54,16,11,2,1835
46,16,44,61,2934
32,16,2,64,3170
7,16,44,48,3717
70,16,34,33,4315
23,16,28,70,2818
97,16,23,89,1992
9,16,27,74,2465
48,16,11,33,2164
92,16,7,70,3874
92,16,9,93,2546
57,16,43,19,4632
91,16,17,74,4767
96,16,17,97,4530
26,16,45,39,4435
68,16,1,60,3848
16,16,25,10,1834
70,16,26,3,2435
33,16,2,98,1606
71,16,21,1,2862
18,16,34,19,3977
6,16,43,54,2415
66,16,15,35,4893
37,16,31,89,1892
10,16,31,78,4062
72,16,35,10,1633
99,16,26,70,2278
28,16,24,34,3463
34,16,11,37,4544
77,16,24,34,4474
13,16,33,75,3813
27,16,43,68,3622
93,16,4,67,3344
7,16,48,38,3847
51,16,12,28,1675
30,16,25,42,3462
61,16,23,2,4399
43,16,35,71,1936
30,16,21,37,4341
50,16,14,93,4340
84,16,18,92,4852
26,16,41,79,3338
16,16,43,45,3376
27,16,32,9,3938
13,16,46,53,2381
74,16,16,33,4554
74,16,16,71,2273
78,16,41,83,2986
88,16,26,19,2948
75,16,49,95,3950
89,16,25,69,4791
16,16,44,3,2463
86,16,46,18,4792
85,16,25,99,4059
52,16,46,54,3661
71,16,41,23,2455
65,16,35,8,2718
5,16,20,98,2923
1,16,49,40,4459
66,16,44,33,1581
2,16,12,33,1735
25,16,22,18,3182
58,16,26,60,2382
28,16,8,10,2990
13,16,45,70,4813
59,16,4,85,1672
42,16,6,76,4051
99,16,12,52,3357
29,16,49,4,1989
22,16,28,51,3481
15,16,22,79,4851
98,16,20,47,4627
62,16,18,11,4241
43,16,30,67,3714
71,16,14,76,1693
16,16,4,48,2925
59,16,49,1,2480
56,16,9,74,3634
4,16,3,5,4445
66,16,37,17,4044
25,16,48,38,2148
29,16,35,46,2825
26,16,16,60,2097
53,16,36,72,1835
42,16,21,71,3842
69,16,17,79,4703
86,16,20,51,1571
1,16,15,24,3562
38,16,41,71,2480
56,16,15,14,3878
90,16,17,42,3388
20,16,22,17,3352
56,16,40,16,2389
49,16,4,78,2254
22,16,7,99,1684
22,16,9,94,1889
83,16,42,74,4827
31,16,46,2,4191
39,16,26,12,1868
36,16,30,22,1764
10,16,23,76,1727
32,16,16,40,2104
40,16,27,61,4952
43,16,39,72,3601
96,16,32,87,2078
33,16,10,85,4080
9,16,38,73,4343
69,16,45,88,3125
79,16,39,10,4096
17,16,14,87,2825
50,16,37,8,2116
73,16,3,41,4707
79,16,43,43,2935
91,16,6,14,4198
4,16,20,58,3498
61,16,16,24,3708
38,16,27,52,1902
95,16,48,34,4534
56,16,14,27,2486
98,16,16,77,3542
74,16,44,93,2182
68,16,5,55,4114
18,16,3,10,2221
68,16,4,32,3857
32,16,21,11,4793
25,16,12,55,2833
29,16,23,75,1889
73,16,21,8,3085
91,16,49,72,4485
89,16,2,45,3442
38,16,46,23,2091
74,16,31,51,2773
91,16,42,25,1978
99,16,16,98,4692
72,16,44,62,2239
93,16,6,6,3198
71,16,26,78,1893
84,16,47,79,4248
57,16,29,65,1678
41,16,32,76,4658
10,16,39,82,1905
19,16,9,7,2389
40,16,10,73,2813
31,16,28,83,3118
23,16,11,51,2047
43,16,44,17,3788
11,16,17,26,2143
8,16,17,38,4506
11,16,47,93,1741
31,16,30,81,3533
34,16,11,13,3142
42,16,10,52,3969
96,16,6,71,2020
94,16,8,51,2535
26,16,40,67,4509
49,16,29,11,3223
84,16,42,46,2506
10,16,9,29,2560
68,16,28,37,2348
2,16,26,37,1872
54,16,29,14,3058
62,16,49,84,4330
27,16,41,75,4853
63,16,48,80,4605
76,16,9,6,4589
7,16,28,60,3954
79,16,36,94,1605
6,16,43,99,1650
55,16,15,35,4875
59,16,25,15,3843
58,16,23,23,1554
44,16,23,94,3608
48,16,45,24,3208
59,16,35,32,1847
32,16,14,15,3283
43,16,17,89,4983
78,16,15,61,3044
20,16,10,1,2931
98,16,12,11,1566
55,16,7,68,4194
52,16,3,80,4321
75,16,37,58,3504
26,16,8,84,4713
49,16,23,19,4743
37,16,26,26,3365
82,16,23,85,3847
96,16,4,41,3125
21,16,36,28,4434
78,16,23,58,1787
13,16,43,24,3073
33,16,40,19,2881
72,16,46,56,4119
60,16,15,67,1516
82,16,49,93,1607
40,16,27,31,3109
86,16,31,5,2900
74,16,37,37,4534
8,16,26,88,1885
95,16,35,26,2744
24,16,35,61,3013
56,16,37,66,3123
96,16,49,13,2246
31,16,18,86,4690
26,16,11,29,4282
54,16,46,57,3792
51,16,16,47,4420
76,16,21,96,1713
91,16,26,13,3567
67,16,4,26,2783
66,16,21,39,3506
52,16,18,77,1768
92,16,21,59,3001
21,16,16,71,2381
2,16,4,2,3970
39,16,31,87,4261
39,16,15,9,3547
92,16,17,77,2446
91,16,41,56,4938
31,16,5,96,1571
48,16,19,76,1523
97,16,43,15,4885
78,16,23,42,4376
4,16,18,82,2445
17,16,48,32,3199
33,16,43,90,3437
53,16,28,52,3223
34,16,8,97,4151
6,16,25,7,1876
25,16,46,32,4930
80,16,7,66,2608
99,16,22,27,2539
63,16,1,14,3055
83,16,39,27,1765
33,16,14,14,2920
53,16,32,18,1914
73,16,44,57,4332
70,16,9,58,3162
27,16,36,63,4831
7,16,10,90,3835
67,16,23,42,2551
87,16,2,42,3257
21,16,1,55,3718
77,16,21,65,3684
96,16,10,96,2518
70,16,8,47,2886
11,16,34,47,2455
74,16,24,10,4554
18,16,11,87,3177
12,16,42,41,2417
25,16,18,49,3146
38,16,5,9,4657
21,16,48,76,3639
83,16,32,69,4712
8,16,48,22,3583
46,16,40,80,2166
70,16,5,58,3286
21,16,47,48,2785
46,16,32,84,2059
93,16,38,90,3010
32,16,33,16,1861
34,16,46,54,4921
98,16,12,13,2587
21,16,11,42,1815
99,16,34,89,4028
51,16,18,26,3462
57,16,31,74,4610
75,16,11,71,3780
39,16,3,74,1764
75,16,26,29,3150
68,16,39,87,2491
51,16,4,55,1899
19,16,3,40,4771
18,16,1,67,3317
17,16,32,65,1774
20,16,42,69,4012
12,16,42,78,4166
4,16,42,78,4854
19,16,22,52,2636
50,16,37,54,3758
89,16,2,58,2250
4,16,22,53,1790
99,16,9,41,1891
66,16,33,41,3053
90,16,12,5,3989
95,16,23,42,4891
98,16,15,12,1541
35,16,14,49,2258
43,16,19,14,1533
15,16,8,31,4069
17,16,38,20,4532
62,16,4,35,2232
21,16,23,3,1709
48,16,48,8,2449
22,16,48,14,2715
74,16,5,91,2475
98,16,12,42,2308
96,16,29,64,4282
82,16,22,76,3915
51,16,12,2,4558
89,16,44,26,2813
57,16,24,81,3901
53,16,28,15,1557
74,16,26,36,3529
40,16,24,22,1833
44,16,26,67,1760
19,16,32,54,3922
10,16,21,47,4928
59,16,28,20,1547
58,16,45,26,2561
66,16,37,49,2364
42,16,38,60,3512
92,16,1,83,4285
69,16,43,23,4751
25,16,13,31,3187
42,16,21,66,4220
34,16,12,46,2149
98,16,17,15,2179
9,16,26,84,3326
13,16,24,27,3308
12,16,14,44,2620
86,16,27,19,4870
51,16,31,72,4073
93,16,47,80,4519
92,16,5,78,2078
43,16,33,39,4893
29,16,32,89,3780
17,16,4,89,2003
62,16,4,86,4922
25,16,11,98,4448
46,16,21,73,2237
4,16,41,83,3101
85,16,5,83,2696
11,16,40,52,4229
42,16,35,51,4865
35,16,20,96,1944
69,16,47,41,3099
14,16,13,82,4805
74,16,27,70,1866
19,16,11,53,3668
71,16,3,69,1668
4,16,25,58,3615
51,16,17,19,3574
57,16,33,33,3869
62,16,17,44,3161
63,16,39,99,4342
23,16,39,92,4531
52,16,1,1,4713
45,16,23,78,2760
75,16,18,67,4757
48,16,14,65,2110
56,16,17,92,4941
36,16,27,69,2681
49,16,4,58,3749
32,16,43,56,4484
32,16,29,49,2757
79,16,25,42,2592
46,16,33,75,2082
54,16,38,82,2806
30,16,38,94,2851
3,16,5,60,4933
83,16,15,27,2464
37,16,41,51,3105
4,16,8,64,3587
81,16,18,29,2245
65,16,1,47,2853
74,16,2,54,1737
79,16,28,73,3060
22,16,45,18,2549
9,16,35,17,2926
2,16,3,51,3562
63,16,28,92,3992
48,16,20,60,1531
81,16,10,99,2414
89,16,29,90,2054
27,16,44,2,2617
13,16,41,11,4444
73,16,30,82,1528
62,16,27,48,3659
33,16,11,69,1863
48,16,22,71,4593
62,16,16,21,2408
94,16,28,86,2410
81,16,25,34,1862
99,16,33,18,2102
57,16,28,69,2030
34,16,3,17,2168
15,16,33,3,2412
94,16,11,33,3379
73,16,25,81,3187
64,16,19,64,4261
23,16,1,83,1692
42,16,21,17,3214
56,16,4,1,4113
45,16,5,24,3373
86,16,39,44,3136
55,16,46,79,4404
31,16,25,3,4006
1,16,22,5,2165
53,16,28,55,4468
44,16,21,79,2521
53,16,13,63,4581
88,16,8,64,1885
13,16,30,7,4017
37,16,12,87,4112
55,16,3,1,3470
98,16,40,67,2604
25,16,11,12,2473
51,16,38,48,2101
33,16,20,34,4130
22,16,30,79,4187
99,16,24,93,2827
35,16,16,21,4488
11,16,46,23,4060
36,16,34,73,2208
71,16,25,40,1761
79,16,7,86,1701
11,16,35,75,2950
45,16,47,89,4231
5,16,44,37,2804
25,16,39,23,3974
5,16,39,43,4484
57,16,27,81,4154
70,16,49,44,4057
32,16,31,38,3092
83,16,6,60,4334
35,16,33,45,2796
81,16,7,69,4802
55,16,20,23,4612
72,16,30,75,2917
36,16,1,95,1868
36,16,44,83,3286
91,16,35,34,3321
37,16,15,39,4298
29,16,27,84,3670
34,16,38,77,2426
47,16,7,1,3706
90,16,40,35,3610
11,16,2,76,3557
16,16,42,28,1656
14,16,10,39,1574
54,16,19,39,2139
77,16,13,50,4619
90,16,23,5,3020
31,16,47,2,2171
76,16,2,46,2708
31,16,28,45,3946
25,16,43,15,2110
40,16,21,19,3271
2,16,26,57,4694
4,16,2,85,1966
40,16,33,4,3754
58,16,13,21,3110
70,16,28,76,3500
79,16,9,12,2996
68,16,27,5,4835
8,16,41,73,2366
12,16,39,98,4968
46,16,3,50,3976
78,16,19,66,3437
80,16,44,91,3055
12,16,5,60,3671
35,16,17,57,4229
14,16,10,84,4879
39,16,6,64,4214
71,16,41,60,4145
77,16,9,88,3630
56,16,36,62,2060
78,16,15,31,3648
63,16,22,20,3058
1,16,42,43,3185
19,16,40,75,2826
27,16,17,38,1741
84,16,13,71,3404
16,16,16,58,2237
39,16,3,82,3921
82,16,3,48,2444
29,16,14,15,4211
7,16,6,49,1896
30,16,28,21,2824
45,16,40,15,4013
78,16,43,39,4801
75,16,15,3,4706
17,16,7,54,2607
21,16,46,17,2874
73,16,45,61,3518
76,16,7,54,2138
11,16,28,75,4665
56,16,24,2,3701
62,16,44,48,1885
21,16,10,23,2687
8,16,22,84,3937
79,16,17,49,3794
51,16,45,26,2943
98,16,7,94,4596
57,16,48,25,4469
4,16,10,48,1786
62,16,3,31,4575
30,16,16,77,4650
65,16,21,49,3868
79,16,21,38,3411
89,16,45,64,3385
50,16,31,92,3472
9,16,30,96,1911
90,16,12,48,2246
91,16,7,96,3692
69,16,24,20,4857
75,16,28,18,3745
75,16,32,59,4254
88,16,42,59,4463
70,16,5,20,1907
71,16,37,46,2296
5,16,35,66,2331
33,16,18,84,1941
39,16,11,58,4553
87,16,23,7,2632
53,16,23,36,3244
31,16,43,2,4978
62,16,20,41,4487
6,16,43,27,2685
20,16,1,24,4897
27,16,30,90,4484
50,16,48,85,3574
52,16,17,77,1856
82,16,5,10,4271
21,16,3,83,2607
98,16,6,63,3473
41,16,16,86,4603
3,16,8,4,3178
16,16,24,64,3142
33,16,24,23,3952
20,16,28,37,1754
31,16,44,85,4078
79,16,5,35,2837
32,16,46,75,4271
31,16,7,37,2295
92,16,37,24,4707
74,16,26,97,3126
83,16,3,67,4971
44,16,5,4,3006
68,16,44,27,4630
89,16,31,95,2439
48,16,47,54,3525
49,16,37,92,4817
39,16,9,11,4509
18,16,20,39,2076
14,16,2,47,4986
99,16,12,47,4791
5,16,5,28,4496
44,16,28,6,4734
20,16,37,75,2095
98,16,12,82,4170
17,16,47,77,4034
91,16,31,93,3565
54,16,5,15,1726
82,16,35,5,3397
45,16,38,82,3181
54,16,39,77,2220
35,16,6,56,3072
81,16,4,72,2009
34,16,16,59,1705
67,16,3,21,4596
10,16,2,41,4640
89,16,5,47,2778
54,16,9,38,4190
21,16,9,60,3039
18,16,8,14,1826
49,16,41,54,1892
43,16,33,91,4296
91,16,32,21,2496
98,16,46,81,3753
58,16,14,45,3941
60,16,46,92,3500
64,16,20,23,3616
56,16,12,24,3988
35,16,13,96,4359
75,16,32,18,4262
85,16,31,74,4486
95,16,15,28,4837
38,16,15,40,3891
52,16,8,77,3490
87,16,27,97,3199
19,16,24,95,3125
37,16,30,44,4535
87,16,15,71,1990
81,16,26,77,3080
74,16,10,80,3624
19,16,32,52,4281
32,16,19,35,2234
88,16,8,93,2879
12,16,21,28,4751
98,16,6,35,3320
81,16,8,52,2338
29,16,36,81,3850
24,16,32,87,3615
23,16,10,54,2748
43,16,24,83,3467
81,16,3,45,2569
13,16,27,82,2175
12,16,1,58,2091
34,16,14,9,3195
25,16,46,53,3948
68,16,39,41,4448
65,16,9,97,3814
80,16,8,24,2385
61,16,28,51,3271
88,16,45,99,3097
45,16,36,67,4240
60,16,44,95,1661
54,16,21,77,2678
31,16,30,35,4150
15,16,32,80,3103
45,16,45,40,4831
29,16,27,51,1857
65,16,26,60,3687
46,16,31,42,2220
74,16,47,53,2335
31,16,28,94,3759
7,16,6,16,3469
13,16,34,87,4487
14,16,30,89,1777
88,16,28,8,4958
40,16,22,35,3816
4,16,47,33,3175
41,16,20,44,2571
69,16,3,39,4824
52,16,16,79,4869
42,16,15,40,4675
23,16,32,84,3906
42,16,9,19,1916
18,16,11,2,3930
51,16,33,64,3573
31,16,44,37,3929
61,16,43,19,2044
93,16,26,2,3134
50,16,22,34,3099
99,16,35,24,3961
72,16,41,60,2151
30,16,10,18,1962
41,16,11,56,2664
5,16,18,23,1931
96,16,41,51,3664
8,16,31,7,3908
65,16,38,60,4864
80,16,31,3,4902
75,16,9,45,1656
73,16,30,62,2554
42,16,25,2,1946
16,16,33,98,1601
79,16,23,48,1605
49,16,24,3,2374
61,16,13,35,2871
96,16,23,35,4300
92,16,40,45,3215
66,16,22,8,2711
17,16,30,8,1697
80,16,16,70,2157
21,16,16,16,1663
99,16,22,44,2153
55,16,28,80,3113
32,16,17,52,4754
51,16,23,8,2303
9,16,36,70,2924
97,16,9,84,3007
75,16,46,45,3574
1,16,48,6,3700
84,16,47,3,4856
54,16,40,31,4029
71,16,10,58,2000
3,16,18,70,2021
2,16,27,50,2625
58,16,11,45,3636
51,16,30,7,4630
56,16,31,46,2620
77,16,18,51,3138
81,16,4,64,2648
91,16,35,73,4772
37,16,12,52,2271
62,16,48,64,2752
58,16,44,47,4850
68,16,1,24,4925
96,16,32,24,4776
72,16,27,91,3944
40,16,3,75,3153
72,16,5,76,4814
91,16,12,72,3775
27,16,41,41,4071
2,16,33,87,1841
15,16,22,9,3221
96,16,31,5,2831
23,16,14,89,4518
1,16,18,48,4367
32,16,20,39,1851
3,16,31,30,1891
52,16,33,10,4742
28,16,29,35,4623
29,16,48,32,2833
92,16,9,15,3498
51,16,40,90,2137
26,16,36,80,3031
95,16,28,9,3690
54,16,3,47,2082
26,16,41,19,1548
54,16,47,65,4244
64,16,5,70,4197
83,16,35,18,3915
93,16,32,25,3894
63,16,35,87,1613
73,16,17,84,2986
22,16,1,42,2245
75,16,4,66,3526
8,16,16,20,2988
62,16,39,28,4070
24,16,30,55,2325
28,16,15,39,3719
61,16,48,73,3289
96,16,43,96,3103
28,16,11,11,3491
26,16,17,15,4658
28,16,29,15,4124
14,16,19,75,4246
52,16,27,41,3576
91,16,23,3,3232
11,16,14,47,2081
37,16,28,70,1858
49,16,32,19,3358
33,16,31,42,3121
35,16,48,70,4650
29,16,17,84,2000
89,16,12,32,1873
14,16,45,75,3369
92,16,14,31,1524
8,16,24,57,3822
38,16,9,29,3273
13,16,42,25,4992
85,16,41,37,3831
49,16,6,52,1877
7,16,30,4,4516
87,16,48,50,3110
98,16,21,82,1624
26,16,15,37,3220
54,16,44,19,3502
33,16,32,87,3673
60,16,29,29,2719
65,16,23,51,1816
50,16,31,7,3832
64,16,38,78,4003
66,16,8,27,3209
88,16,40,48,2857
15,16,40,77,1678
37,16,39,40,4166
63,16,17,5,2221
30,16,47,44,1941
60,16,30,94,4780
69,16,4,68,2576
7,16,6,70,2692
75,16,18,87,2351
24,16,29,64,4851
22,16,14,87,4725
20,16,4,48,4643
78,16,34,48,4785
36,16,33,32,3174
42,16,30,9,2568
56,16,21,50,3605
92,16,32,85,1856
12,16,5,78,2935
82,16,6,3,3259
8,16,5,39,3528
96,16,7,48,4525
17,16,23,33,2770
55,16,22,40,2829
71,16,47,28,2156
26,16,42,57,1816
17,16,15,80,2744
98,16,48,82,2264
53,16,29,25,3467
90,16,5,71,2231
2,16,33,90,2902
85,16,28,4,1561
27,16,10,44,2937
59,16,2,75,4669
93,16,38,53,2219
33,16,41,22,4410
84,16,13,22,3947
54,16,31,92,4472
12,16,25,84,4671
18,16,28,21,2507
13,16,18,80,2775
70,16,10,22,4292
99,16,27,89,2311
52,16,47,92,2302
14,16,11,8,4673
53,16,46,34,2024
75,16,33,95,4103
14,16,25,82,2513
21,16,18,12,4095
24,16,32,9,2365
38,16,22,62,4364
98,16,36,5,1813
3,16,42,95,3168
45,16,12,63,3274
87,16,3,54,4558
82,16,5,64,3808
81,16,20,22,4557
20,16,11,83,4195
21,16,41,98,4705
79,16,25,76,3729
24,16,18,92,1844
13,16,15,13,1814
69,16,26,98,4536
21,16,38,91,4189
87,16,42,43,1579
61,16,37,54,3419
98,16,32,65,2551
38,16,6,59,2375
16,16,2,82,4104
97,16,4,73,3581
43,16,11,28,1916
30,16,19,13,3204
97,16,35,18,2246
48,16,42,96,4379
73,16,45,44,3181
33,16,8,80,4705
23,16,22,86,4400
42,16,26,39,1761
81,16,22,67,4025
10,16,22,65,3758
34,16,14,10,1977
30,16,38,28,2348
76,16,16,52,2729
40,16,37,6,4272
30,16,13,97,2578
75,16,46,94,2092
8,16,8,92,2329
82,16,18,33,3500
9,16,3,5,4707
48,16,44,76,3637
95,16,29,31,4802
46,16,29,32,2822
62,16,16,77,3667
22,16,35,86,2517
52,16,11,68,4386
26,16,1,37,2670
21,16,33,78,4192
67,16,12,57,4023
64,16,15,9,4524
8,16,34,61,1659
94,16,8,84,3706
92,16,4,10,3568
90,16,23,3,3095
86,16,22,13,3483
42,16,2,32,4449
72,16,6,45,2267
63,16,45,26,2479
85,16,29,22,4799
93,16,47,53,1515
2,16,42,5,4203
21,16,39,23,2157
19,16,31,49,1517
67,16,10,97,4193
78,16,21,13,3922
92,16,2,51,3371
89,16,27,34,3287
1,16,1,41,3737
30,16,2,45,1707
54,16,6,28,4004
72,16,42,3,1910
83,16,19,99,4032
86,16,32,57,2946
11,16,42,51,4143
82,16,28,30,1960
98,16,41,35,1832
93,16,16,56,4634
29,16,36,65,3873
8,16,36,23,3091
16,16,10,94,1525
72,16,16,49,3065
47,16,29,84,1636
29,16,24,89,3774
55,16,20,65,2085
24,16,31,14,2158
67,16,23,43,3040
33,16,3,26,3592
31,16,21,39,3119
1,16,33,65,1664
48,16,17,26,1752
97,16,14,39,4233
15,16,33,66,1562
52,16,41,89,2049
33,16,42,72,2628
79,16,8,28,4425
5,16,12,52,2329
95,16,21,3,3387
94,16,36,47,2469
48,16,31,28,3780
76,16,49,95,3322
51,16,3,48,1900
77,16,40,3,3255
59,16,20,17,4820
95,16,9,85,3908
19,16,18,67,1977
15,16,46,12,4421
55,16,2,89,4938
7,16,44,1,4079
89,16,28,25,4075
55,16,43,98,1692
78,16,41,8,4044
87,16,12,96,3136
18,16,39,2,2798
73,16,14,63,2137
53,16,15,31,3833
48,16,38,73,3864
85,16,16,34,3740
64,16,48,57,4554
94,16,6,44,1876
68,16,28,3,1715
65,16,11,89,1806
16,16,30,4,4403
13,16,3,29,4096
31,16,12,59,4131
77,16,2,71,2704
43,16,7,82,2917
42,16,34,6,1678
73,16,48,59,2663
3,16,41,38,2170
96,16,31,90,3593
77,16,30,20,1566
4,16,16,93,3614
53,16,31,33,4691
16,16,30,53,3163
63,16,16,57,3397
25,16,9,89,4431
31,16,23,53,3557
7,16,19,26,3678
10,16,22,98,4521
39,16,15,85,2117
79,16,6,52,4507
80,16,21,57,3686
24,16,22,45,2702
12,16,17,55,4884
44,16,21,39,1523
15,16,18,76,4020
43,16,43,86,4604
73,16,25,79,2305
57,16,2,23,1973
79,16,19,72,4004
99,16,23,15,2820
18,16,19,44,2132
88,16,49,81,3800
50,16,47,76,4898
37,16,8,15,3442
87,16,6,55,3930
70,16,34,73,2353
91,16,41,28,4165
56,16,20,19,4536
89,16,9,30,4601
80,16,41,16,4636
2,16,12,98,3620
64,16,21,37,4853
53,16,22,48,3291
8,16,13,4,4380
39,16,42,62,2249
60,16,44,37,3674
88,16,37,10,4066
34,16,18,80,2757
28,16,12,74,3443
95,16,38,84,2402
79,16,38,5,4636
91,16,21,90,2372
2,16,31,68,2092
8,16,6,21,1764
84,16,36,31,2794
70,16,45,2,2345
87,16,14,30,2373
58,16,11,96,3448
44,16,23,1,2043
12,16,34,36,1780
69,16,16,99,2289
39,16,26,41,4967
72,16,45,72,4785
5,16,15,65,3850
30,16,47,49,3335
74,16,7,20,2190
6,16,47,98,3227
87,16,13,19,2920
94,16,18,65,4863
81,16,11,93,4718
26,16,37,37,4474
57,16,3,69,2783
20,16,49,77,4036
13,16,40,40,4106
6,16,36,96,3092
71,16,20,46,2979
11,16,18,43,2377
54,16,6,3,4405
26,16,43,54,3667
7,16,14,67,1561
81,16,42,42,2751
13,16,38,91,2048
31,16,28,21,4691
82,16,5,49,4287
26,16,39,89,4667
98,16,49,20,3283
10,16,12,24,4303
89,16,19,41,1797
76,16,42,46,4618
52,16,12,78,4626
81,16,33,58,4179
44,16,25,52,3711
27,16,14,27,2686
48,16,11,99,3712
43,16,21,42,2570
29,16,27,70,4852
64,16,16,52,3406
86,16,9,69,4907
70,16,16,13,4173
37,16,2,4,1904
29,16,8,28,2410
30,16,10,23,3660
19,16,40,79,3725
27,16,46,72,3806
99,16,49,80,2100
60,16,5,71,2300
47,16,5,61,1851
16,16,28,65,2007
78,16,16,40,3540
62,16,42,75,3790
1,16,18,18,4380
67,16,14,45,3397
70,16,27,77,3530
79,16,3,5,2409
18,16,13,20,3952
41,16,42,87,3305
75,16,11,18,1690
15,16,25,17,3359
7,16,34,53,1869
4,16,42,35,3845
85,16,2,27,4618
4,16,31,97,4478
20,16,10,52,2761
25,16,12,14,3176
82,16,35,41,2566
13,16,3,91,1967
79,16,34,32,3699
32,16,13,3,4369
47,16,43,18,4218
75,16,16,11,4451
55,16,25,93,1996
92,16,7,99,4077
38,16,33,57,2557
22,16,16,67,4147
80,16,13,69,3956
83,16,27,68,2539
92,16,9,80,3897
14,16,4,44,4033
95,16,2,48,3917
6,16,48,38,2169
87,16,22,65,3010
45,16,45,4,3589
29,16,23,69,2914
68,16,25,47,1546
73,16,46,70,2868
35,16,41,76,3011
21,16,34,5,2844
9,16,26,25,1565
1,16,17,24,3834
3,16,8,93,1719
47,16,21,55,3472
66,16,6,32,3269
10,16,15,45,3159
68,16,46,63,1985
49,16,10,70,3134
82,16,47,5,4560
33,16,5,67,3484
98,16,29,14,4204
4,16,38,59,2913
53,16,29,50,4472
36,16,41,75,3499
95,16,14,72,1506
62,16,37,10,3567
25,16,33,83,2573
68,16,34,49,1713
80,16,19,87,2832
57,16,17,47,2862
87,16,24,26,3770
38,16,29,78,3258
23,16,20,43,2027
54,16,36,57,2937
83,16,9,99,3905
26,16,9,50,2371
41,16,36,54,3591
35,16,23,78,1686
17,16,38,19,3430
32,16,11,66,3653
57,16,27,99,2920
34,16,18,22,2049
26,16,18,79,2310
32,16,10,19,3915
37,16,29,76,1660
16,16,5,9,4474
67,16,43,16,4914
37,16,45,58,4812
58,16,46,45,3203
76,16,14,13,2665
6,16,37,38,4715
95,16,28,37,4655
11,16,49,51,4373
85,16,38,5,2564
30,16,46,98,4971
62,16,15,70,1674
86,16,15,29,3978
95,16,32,46,4850
64,16,9,85,2840
26,16,47,26,1632
37,16,12,94,4615
93,16,33,21,1532
56,16,5,19,3432
78,16,45,24,3552
64,16,44,58,2996
83,16,30,28,1523
92,16,10,50,1814
81,16,24,27,4925
39,16,48,15,3980
30,16,39,54,2349
